296.5833,171.2708,49.32926,47.0368,89.1642,85.428734,52.316906,25.353085,40.561996,50.156624,47.365963,61.65042,57.090466,36.80573,44.17036,26.448296,37.210873,20.00514,296.5833,296.5833,296.5833,296.5833,11.892345,40.341614,26.78106,8.7551155,24.829744,32.498016,30.87305,60.93733,6.5613837,16.9558,14.01465,21.347076,21.526226,11.769545,22.986313,11.039928,7.420745,6.2859883,5.0233383,18.247139,17.34637,6.100816,7.3577538,5.5390224,8.147389,13.83663,4.0713587,9.299498,5.821915,12.627806,11.3255005,8.842538,2.2557285,4.016356,1.8918835,6.124737,2.6217203,5.6129985,6.983498,6.296357,7.4240503,5.7100067,test
70.95007,23.426764,48.10317,47.48938,77.468544,25.63191,17.039968,5.953159,42.39688,27.703342,81.197754,49.767197,45.51932,31.061934,25.098022,11.691568,9.346448,18.438606,70.95007,70.95007,70.95007,70.95007,36.87928,32.57664,69.74222,13.864875,28.016928,54.228344,23.637878,50.628235,5.083385,31.316227,37.484722,44.605446,24.558609,13.761111,22.803738,33.859844,9.924396,10.703245,41.351616,22.652023,6.516676,10.592394,14.177935,2.0791903,13.046585,2.0137024,20.72088,15.786691,6.1243362,8.876472,15.540479,20.068958,6.8001766,14.0662155,4.3069286,9.433086,8.508035,7.198775,8.51384,12.014412,12.6219225,18.381992,test
52.193233,24.021477,37.16713,12.516319,20.521223,21.18168,7.9090443,9.08699,17.596357,6.8285403,19.09126,13.539549,21.782091,11.13366,8.962392,9.4394045,6.370016,7.6956778,52.193233,52.193233,52.193233,52.193233,22.298922,9.215967,6.2790966,11.359989,11.772275,18.992989,12.489069,16.11191,15.077163,13.950807,11.926877,11.997104,7.3516545,2.2527947,11.550884,6.595409,7.2873373,10.020598,8.6668215,8.541259,13.776778,1.9398082,8.101722,12.427979,2.7821093,9.975991,8.279279,3.5248592,4.205055,4.742482,3.2932196,5.8718596,1.6744591,4.522502,8.923031,5.7944036,10.713889,3.519612,7.059846,2.982557,3.7362318,9.892311,test
30.849325,2.831293,24.27368,3.7812383,11.151055,4.355828,10.68629,8.550913,8.723551,15.563268,13.064435,19.09659,14.345214,14.980841,12.125448,4.1335645,9.790818,15.041726,30.849325,30.849325,30.849325,30.849325,14.354474,17.306171,3.81078,6.130213,13.885113,17.63217,10.456071,20.62321,19.05929,25.604757,5.7940497,2.2553926,10.814078,5.7077255,4.741386,4.9855165,10.56177,2.1403916,0.92705345,5.4772463,4.6792965,6.957691,3.655742,4.792601,4.4722033,6.0115952,5.5493283,6.457169,5.0790906,0.42910486,1.0489677,4.7359047,1.7898986,2.121158,2.602457,5.496819,1.28405,2.2565765,1.182607,3.7397392,3.8978913,3.1707609,test
13.343899,4.553925,3.8656142,10.999387,4.1245193,11.129053,6.7033124,10.118539,16.442411,4.389538,6.615153,8.165339,8.356253,5.267236,9.578458,13.180303,21.774368,9.487843,13.343899,13.343899,13.343899,13.343899,9.489532,4.5593963,9.687913,14.204981,8.392321,18.455307,12.006383,13.020081,11.542749,4.92405,3.091773,4.4191,12.225308,4.584309,7.0985394,5.547701,3.4538805,3.0253832,2.0272436,4.780036,3.7872455,3.090623,1.946476,3.5548065,1.9015278,0.57624966,2.0057888,2.0404747,1.1750399,2.4474118,1.8782166,1.8667758,1.6313006,1.3707335,1.1138946,1.6973174,3.074984,1.5873257,1.9078223,1.1474769,2.1888762,1.9382555,test
12.278972,10.597773,13.755033,8.263667,16.087147,16.54151,4.136236,14.397703,2.451234,3.0155928,9.619143,3.9876614,4.443202,6.9435196,1.4861534,5.4069138,1.2387229,8.624801,12.278972,12.278972,12.278972,12.278972,6.603231,5.370401,9.112776,6.199201,9.132766,10.232376,7.3990617,4.023088,5.9947486,4.678953,4.0631084,1.9916804,3.9040527,2.6350434,4.4300203,4.1612277,2.2208405,5.488821,1.4802847,3.1776102,1.8956867,2.8812845,3.4326303,1.5418572,1.6036602,1.322118,2.2485507,2.2902415,1.9689361,1.1963671,0.62999254,1.693897,2.7948732,2.2611175,0.8046468,1.4046445,0.35385427,0.8710655,2.2227936,2.9351015,0.5080322,0.37315485,test
5.9332533,5.430218,1.5537603,3.1165743,4.415818,5.973331,2.6088967,0.6312834,3.7769911,3.7662623,2.171518,1.4175899,6.5895963,6.337751,4.7193065,2.4164996,2.796261,4.227042,5.9332533,5.9332533,5.9332533,5.9332533,4.483746,4.670811,3.0205207,3.5585423,2.558459,2.039633,5.595851,0.38091382,1.4718676,1.7234199,3.0312443,1.7068053,2.612397,2.6149073,1.4409497,2.0893538,2.4440336,0.62525976,3.25472,2.8808625,0.7459036,0.7292275,0.42691535,2.588155,0.48297915,0.921501,0.75981313,1.3800753,0.8044963,1.2851708,0.19461887,1.4959098,0.7218477,0.964154,1.4639689,0.7102385,2.770893,0.68035704,1.4915059,0.47878826,0.39565012,1.0108366,test
1.3604121,1.4564981,1.9605213,3.3566313,0.6815699,0.8791877,0.34291312,1.5695066,1.1771835,2.765488,0.5050376,1.4203949,0.47208917,2.4465406,2.2388089,2.7559917,2.327354,0.62706375,1.3604121,1.3604121,1.3604121,1.3604121,2.9302132,0.72523326,0.51870066,1.0746142,1.5096865,1.7055432,0.8677738,0.6454149,1.1221759,2.2794642,0.4845078,1.5800298,2.0663865,1.5642239,1.293348,1.4198763,1.5400884,0.6975882,2.22599,1.9612958,1.1337316,0.28076583,0.8372867,0.33810192,0.75426835,0.19749074,1.6220434,0.22329454,0.630888,0.6736936,0.07420062,1.0574437,1.2207645,1.3155987,0.14984947,0.2417099,1.0663601,1.3164346,0.68807214,0.8740158,1.3249058,0.9766342,test
20.713804,15.207977,4.494349,1.1644268,0.61228615,3.0168924,4.276358,1.3231118,2.005921,4.661665,0.66519827,2.298702,2.217092,4.121679,3.614639,2.0727375,3.5160542,2.444853,20.713804,20.713804,20.713804,20.713804,0.97509235,3.2773664,0.7086872,1.9072028,0.6530605,1.6012635,0.1558122,0.6942402,1.2777758,2.0986304,2.5518215,1.9860934,0.7273886,0.5064483,0.5473084,1.5854816,0.54983103,1.5127481,1.3552125,0.3337686,1.4510908,1.3206297,1.3430644,0.51996636,0.7956875,0.67052543,0.5479514,1.4759626,1.0378896,0.2607193,1.4108303,0.858531,0.78421795,1.0819799,1.8339741,0.7384726,1.017879,0.88520724,0.69012445,1.3245138,1.1653274,0.45475116,test
36.054573,29.792084,17.365189,4.4964786,10.534626,7.110544,3.7037084,6.300197,3.2410848,14.761954,24.660244,21.809834,17.7524,13.14884,2.414362,10.97721,12.467817,10.413988,36.054573,36.054573,36.054573,36.054573,5.0138636,1.5601826,3.486367,3.0143702,2.4107912,2.7851818,6.6014624,2.214049,3.9294574,5.355947,0.87930715,0.30282226,1.0566783,5.382499,1.2266185,1.8443952,1.8421682,2.1865878,3.2909694,2.9893165,1.4742228,2.6575737,2.8572118,0.8523812,2.6715143,1.0726932,2.21018,2.4469254,0.6657832,0.8450637,1.7045268,1.737223,1.1555758,1.4034116,3.2765534,0.68918526,2.663419,2.2292545,1.3120726,1.3173033,2.0857208,2.6911707,test
39.73544,40.669765,18.164125,6.9669137,2.546786,2.6106477,4.633441,1.1763016,6.3793483,15.492479,17.91807,17.481379,15.877048,9.946483,5.0924797,11.721467,13.236482,10.248857,39.73544,39.73544,39.73544,39.73544,3.6711066,0.5207075,3.200051,2.6529279,3.85488,2.8154233,5.5980997,4.079413,2.5763187,3.5839083,0.9385709,4.1320324,3.038806,2.7895892,3.0226967,1.3031187,2.9024136,1.9353385,2.8985758,0.62068677,1.6840814,3.1072783,1.278377,1.9704909,1.4368448,1.1938574,2.0258348,2.738671,1.3461314,1.4688218,1.9969431,2.0031676,2.6425533,0.58118594,1.5906938,0.36351165,2.2460494,1.0241762,1.3556153,0.940502,2.7960324,1.024421,test
44.019222,32.758442,15.4742565,22.425894,15.574961,14.79127,12.544295,11.214623,10.717682,10.57397,12.503407,20.856,14.491932,8.535514,5.1128416,9.372898,13.905854,9.69069,44.019222,44.019222,44.019222,44.019222,9.295289,6.1313753,5.878409,1.4200182,1.4743229,1.7839001,5.941996,4.2025437,4.7335377,0.6702761,3.541672,3.4391522,1.7688227,4.3517227,3.5237153,1.6008174,2.671376,6.7962923,4.6812534,3.1862094,2.0917556,0.798401,1.5693979,2.5291145,3.8613262,3.1700053,1.3953952,1.8162428,2.0258346,1.9882321,1.4591149,1.2482265,2.375145,1.6647742,3.462458,2.0905318,0.7050114,3.8344939,0.968677,1.1856365,2.138612,1.0665369,test
57.309036,19.891653,17.7571,12.384168,6.30711,8.156049,10.509756,11.132832,10.735277,13.297339,16.305153,8.694154,8.722003,5.181707,3.729102,4.9787025,9.477264,4.85284,57.309036,57.309036,57.309036,57.309036,7.182894,3.3318417,2.7054346,0.5529999,3.5187936,5.8399825,2.9858358,2.9480028,3.0743814,1.626888,4.0190444,3.3480458,3.0106628,3.1429284,0.99112207,2.9574344,2.3000383,3.6828816,1.6201164,4.4749084,3.164985,2.6965113,4.070038,3.101421,1.9024606,2.0379007,1.3472944,3.8773537,1.5110773,3.3904684,3.3719363,1.3419056,3.052097,1.5410142,3.304138,1.0933832,3.9024053,1.7587588,2.486828,2.3621614,0.8354635,1.949059,test
